time,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,cfg0_x,cfg0_y,cfg0_z,cfg1_x,cfg1_y,cfg1_z,cfg2_x,cfg2_y,cfg2_z,cfg3_x,cfg3_y,cfg3_z,cfg4_x,cfg4_y,cfg4_z,cfg5_x,cfg5_y,cfg5_z
5.68534,0.359221,0,0.230012,0,0,0,0.183483,1.29808,1.39331,-0.470119,0.918792,1.15729,-0.137747,1.29501,1.37066,-0.266991,0.946899,1.01496,0.0941702,1.30371,1.42683,-0.50972,0.668346,1.15105
5.69551,0.360231,0,0.230012,0,0,0,0.180111,1.29782,1.3915,-0.466132,0.911995,1.15143,-0.141192,1.2952,1.37223,-0.266611,0.941154,1.01009,0.0908311,1.30346,1.42542,-0.507097,0.652048,1.1359
5.70545,0.36126,0,0.230012,0,0,0,0.176732,1.29755,1.38971,-0.462079,0.905314,1.14568,-0.144632,1.2954,1.37383,-0.266225,0.93551,1.0053,0.0874881,1.3032,1.42404,-0.504451,0.635896,1.12086
5.71537,0.362309,0,0.230012,0,0,0,0.173348,1.2973,1.38795,-0.45796,0.898752,1.14002,-0.148066,1.29561,1.37544,-0.265833,0.929968,1.00059,0.0841411,1.30295,1.42267,-0.501781,0.619895,1.10593
5.72543,0.363376,0,0.230012,0,0,0,0.169957,1.29705,1.3862,-0.453778,0.892307,1.13447,-0.151495,1.29582,1.37707,-0.265434,0.924528,0.995971,0.0807902,1.30271,1.42132,-0.499089,0.604051,1.09111
5.7354,0.364463,0,0.230012,0,0,0,0.16656,1.29681,1.38447,-0.449532,0.88598,1.12902,-0.154918,1.29604,1.37872,-0.26503,0.919189,0.991437,0.0774355,1.30247,1.41999,-0.496374,0.588369,1.07642
5.74545,0.365567,0,0.230012,0,0,0,0.163158,1.29657,1.38275,-0.445224,0.879771,1.12366,-0.158335,1.29626,1.38038,-0.26462,0.913951,0.986989,0.0740771,1.30224,1.41868,-0.493636,0.572854,1.06184
5.7554,0.366689,0,0.230012,0,0,0,0.159749,1.29634,1.38106,-0.440856,0.87368,1.11841,-0.161746,1.29649,1.38207,-0.264204,0.908815,0.982625,0.070715,1.30201,1.41738,-0.490875,0.557511,1.04739
5.76552,0.36783,0,0.230012,0,0,0,0.156335,1.29611,1.37939,-0.436427,0.867708,1.11326,-0.165151,1.29673,1.38377,-0.263783,0.903781,0.978348,0.0673494,1.30179,1.41611,-0.488092,0.542345,1.03307
5.77545,0.368987,0,0.230012,0,0,0,0.152914,1.29589,1.37773,-0.431941,0.861854,1.10822,-0.16855,1.29697,1.3855,-0.263356,0.898848,0.974155,0.0639801,1.30157,1.41485,-0.485286,0.527361,1.01888
5.78529,0.370162,0,0.230012,0,0,0,0.149489,1.29568,1.37609,-0.427397,0.856119,1.10327,-0.171943,1.29722,1.38724,-0.262924,0.894016,0.970048,0.0606074,1.30136,1.41361,-0.482457,0.512565,1.00482
5.79554,0.371354,0,0.230012,0,0,0,0.146057,1.29547,1.37448,-0.422797,0.850502,1.09842,-0.175331,1.29747,1.389,-0.262487,0.889286,0.966027,0.0572313,1.30115,1.41239,-0.479606,0.497961,0.99091
5.80543,0.372562,0,0.230012,0,0,0,0.14262,1.29527,1.37288,-0.418141,0.845004,1.09368,-0.178712,1.29773,1.39078,-0.262044,0.884658,0.962091,0.0538519,1.30094,1.41119,-0.476733,0.483555,0.97714
5.81527,0.373787,0,0.230012,0,0,0,0.139177,1.29507,1.37129,-0.413432,0.839626,1.08904,-0.182087,1.298,1.39258,-0.261596,0.880131,0.95824,0.0504692,1.30075,1.41,-0.473837,0.469351,0.963517
5.82551,0.375028,0,0.230012,0,0,0,0.135728,1.29488,1.36973,-0.40867,0.834366,1.0845,-0.185455,1.29827,1.3944,-0.261144,0.875706,0.954475,0.0470833,1.30055,1.40883,-0.470919,0.455355,0.950045
5.83555,0.376284,0,0.230013,0,0,0,0.132275,1.29469,1.36819,-0.403856,0.829226,1.08006,-0.188818,1.29855,1.39623,-0.260687,0.871382,0.950795,0.0436942,1.30036,1.40769,-0.467979,0.441572,0.936727
5.84546,0.377556,0,0.230013,0,0,0,0.128815,1.29451,1.36666,-0.398992,0.824205,1.07573,-0.192174,1.29884,1.39809,-0.260225,0.86716,0.947201,0.0403021,1.30017,1.40656,-0.465017,0.428008,0.923567
5.85539,0.378843,0,0.230013,0,0,0,0.125351,1.29434,1.36515,-0.394078,0.819303,1.0715,-0.195523,1.29913,1.39996,-0.259758,0.863039,0.943692,0.0369071,1.29999,1.40544,-0.462033,0.414666,0.910569
5.86556,0.380145,0,0.230013,0,0,0,0.121881,1.29417,1.36366,-0.389116,0.814522,1.06737,-0.198867,1.29943,1.40186,-0.259287,0.85902,0.940269,0.0335091,1.29981,1.40435,-0.459027,0.401553,0.897737
5.87539,0.381461,0,0.230013,0,0,0,0.118406,1.294,1.36219,-0.384107,0.80986,1.06334,-0.202203,1.29974,1.40377,-0.258812,0.855103,0.936931,0.0301083,1.29964,1.40327,-0.456,0.388673,0.885073
5.88542,0.382791,0,0.230013,0,0,0,0.114926,1.29384,1.36074,-0.379051,0.805318,1.05941,-0.205534,1.30005,1.4057,-0.258332,0.851287,0.933679,0.0267047,1.29947,1.40222,-0.45295,0.376032,0.872582
5.89551,0.384135,0,0.230013,0,0,0,0.111441,1.29368,1.3593,-0.373951,0.800896,1.05559,-0.208857,1.30037,1.40766,-0.257848,0.847573,0.930513,0.0232984,1.29931,1.40118,-0.449879,0.363634,0.860266
5.90558,0.385493,0,0.230013,0,0,0,0.107951,1.29353,1.35789,-0.368807,0.796594,1.05187,-0.212174,1.3007,1.40963,-0.257361,0.84396,0.927432,0.0198895,1.29915,1.40015,-0.446787,0.351486,0.848131
5.91525,0.386864,0,0.230013,0,0,0,0.104457,1.29338,1.35649,-0.363621,0.792413,1.04826,-0.215484,1.30104,1.41162,-0.256869,0.840449,0.924436,0.0164781,1.29899,1.39915,-0.443672,0.339589,0.836178
5.92535,0.388247,0,0.230013,0,0,0,0.100957,1.29324,1.35511,-0.358393,0.788352,1.04475,-0.218788,1.30138,1.41363,-0.256374,0.837039,0.921526,0.0130641,1.29883,1.39816,-0.440532,0.327947,0.82441
5.93557,0.389643,0,0.230013,0,0,0,0.0974525,1.2931,1.35374,-0.353124,0.784412,1.04134,-0.222085,1.30173,1.41566,-0.255874,0.833731,0.918702,0.00964782,1.29868,1.39719,-0.437364,0.31656,0.812828
5.94538,0.391051,0,0.230013,0,0,0,0.0939434,1.29297,1.3524,-0.347816,0.780593,1.03803,-0.225375,1.30209,1.41771,-0.255372,0.830525,0.915964,0.00622918,1.29854,1.39624,-0.434167,0.305429,0.801433
5.95537,0.392471,0,0.230013,0,0,0,0.0904297,1.29283,1.35107,-0.342471,0.776895,1.03483,-0.228658,1.30246,1.41978,-0.254866,0.82742,0.913311,0.00280829,1.2984,1.39531,-0.430937,0.294556,0.790228
5.96558,0.393902,0,0.230013,0,0,0,0.0869114,1.29271,1.34976,-0.337088,0.773317,1.03173,-0.231934,1.30283,1.42186,-0.254356,0.824417,0.910743,-0.000614761,1.29826,1.39439,-0.427672,0.283942,0.779213
5.97531,0.395345,0,0.230013,0,0,0,0.0833887,1.29259,1.34847,-0.331669,0.769861,1.02874,-0.235203,1.30321,1.42397,-0.253843,0.821516,0.908261,-0.00403991,1.29812,1.3935,-0.42437,0.273588,0.768391
5.98546,0.396798,0,0.230013,0,0,0,0.0798616,1.29247,1.3472,-0.326216,0.766526,1.02585,-0.238465,1.3036,1.4261,-0.253327,0.818716,0.905865,-0.00746708,1.29799,1.39262,-0.421027,0.263495,0.757763
5.99549,0.398261,0,0.230014,0,0,0,0.0763302,1.29235,1.34594,-0.320729,0.763313,1.02306,-0.241721,1.304,1.42825,-0.252809,0.816018,0.903555,-0.0108962,1.29786,1.39175,-0.417641,0.253665,0.747331
6.00528,0.399734,0,0.230014,0,0,0,0.0727945,1.29224,1.34471,-0.31521,0.760221,1.02038,-0.244969,1.30441,1.43042,-0.252287,0.813421,0.90133,-0.0143272,1.29774,1.39091,-0.41421,0.244099,0.737095
6.01548,0.401217,0,0.230014,0,0,0,0.0692547,1.29214,1.34349,-0.30966,0.757251,1.0178,-0.24821,1.30482,1.4326,-0.251762,0.810926,0.899191,-0.0177599,1.29762,1.39008,-0.410731,0.234797,0.727059
6.02549,0.402709,0,0.230014,0,0,0,0.0657108,1.29203,1.34228,-0.304079,0.754403,1.01532,-0.251444,1.30525,1.43481,-0.251235,0.808533,0.897137,-0.0211944,1.2975,1.38927,-0.407201,0.225761,0.717223
6.03529,0.40421,0,0.230014,0,0,0,0.062163,1.29193,1.3411,-0.298469,0.751677,1.01296,-0.25467,1.30568,1.43704,-0.250705,0.806241,0.89517,-0.0246305,1.29739,1.38848,-0.403618,0.216993,0.707589
6.04539,0.40572,0,0.230014,0,0,0,0.0586111,1.29184,1.33993,-0.292832,0.749073,1.01069,-0.25789,1.30612,1.43928,-0.250173,0.804051,0.893288,-0.0280681,1.29728,1.38771,-0.39998,0.208494,0.698158
6.05544,0.407238,0,0.230014,0,0,0,0.0550555,1.29174,1.33878,-0.287167,0.746592,1.00853,-0.261102,1.30657,1.44155,-0.249638,0.801963,0.891491,-0.0315073,1.29717,1.38695,-0.396283,0.200264,0.688933
6.06546,0.408763,0,0.230014,0,0,0,0.0514961,1.29165,1.33765,-0.281477,0.744232,1.00648,-0.264307,1.30703,1.44384,-0.249101,0.799976,0.889781,-0.0349478,1.29706,1.38621,-0.392525,0.192305,0.679915
6.07541,0.410296,0,0.230014,0,0,0,0.047933,1.29157,1.33654,-0.275763,0.741996,1.00453,-0.267504,1.3075,1.44615,-0.248562,0.798091,0.888156,-0.0383896,1.29696,1.38549,-0.388704,0.184619,0.671104
6.0855,0.411836,0,0.230014,0,0,0,0.0443663,1.29149,1.33544,-0.270025,0.739882,1.00268,-0.270694,1.30797,1.44847,-0.248021,0.796308,0.886617,-0.0418327,1.29686,1.38479,-0.384817,0.177206,0.662504
6.09552,0.413382,0,0.230014,0,0,0,0.0407961,1.2914,1.33436,-0.264266,0.73789,1.00094,-0.273877,1.30846,1.45082,-0.247478,0.794626,0.885164,-0.0452769,1.29677,1.3841,-0.380861,0.170067,0.654116
6.10531,0.414935,0,0.230014,0,0,0,0.0372224,1.29133,1.3333,-0.258485,0.73602,0.999307,-0.277053,1.30895,1.45319,-0.246934,0.793046,0.883796,-0.0487222,1.29668,1.38343,-0.376834,0.163205,0.645941
6.1155,0.416494,0,0.230014,0,0,0,0.0336454,1.29125,1.33226,-0.252686,0.734273,0.997777,-0.280221,1.30946,1.45558,-0.246387,0.791568,0.882514,-0.0521684,1.29659,1.38278,-0.372733,0.156619,0.63798
6.12548,0.418058,0,0.230015,0,0,0,0.0300651,1.29118,1.33123,-0.246869,0.732648,0.996352,-0.283381,1.30997,1.45799,-0.245839,0.790191,0.881319,-0.0556156,1.2965,1.38215,-0.368556,0.150312,0.630236
6.13538,0.419627,0,0.230015,0,0,0,0.0264816,1.29111,1.33022,-0.241034,0.731146,0.995031,-0.286534,1.31049,1.46042,-0.24529,0.788916,0.880208,-0.0590637,1.29642,1.38153,-0.3643,0.144284,0.62271
6.14552,0.421201,0,0.230015,0,0,0,0.0228951,1.29105,1.32923,-0.235185,0.729765,0.993815,-0.289679,1.31103,1.46287,-0.244739,0.787743,0.879184,-0.0625125,1.29633,1.38093,-0.359963,0.138538,0.615403
6.15541,0.422779,0,0.230015,0,0,0,0.0193055,1.29098,1.32825,-0.229321,0.728506,0.992704,-0.292817,1.31157,1.46534,-0.244187,0.786672,0.878246,-0.0659619,1.29626,1.38035,-0.355546,0.133076,0.608321
6.1654,0.424361,0,0.230015,0,0,0,0.015713,1.29092,1.3273,-0.223444,0.72737,0.991697,-0.295947,1.31212,1.46783,-0.243634,0.785702,0.877393,-0.0694119,1.29618,1.37978,-0.351051,0.127906,0.601466
6.17534,0.425947,0,0.230015,0,0,0,0.0121176,1.29086,1.32636,-0.217556,0.726355,0.990795,-0.299069,1.31268,1.47034,-0.24308,0.784834,0.876626,-0.0728625,1.29611,1.37924,-0.346481,0.123031,0.594844
6.18524,0.427536,0,0.230015,0,0,0,0.00851947,1.29081,1.32543,-0.211658,0.725462,0.989998,-0.302184,1.31325,1.47288,-0.242525,0.784068,0.875945,-0.0763135,1.29604,1.37871,-0.341837,0.118458,0.58846
6.19533,0.429128,0,0.230015,0,0,0,0.00491867,1.29075,1.32453,-0.205751,0.724691,0.989304,-0.305291,1.31384,1.47543,-0.24197,0.783403,0.87535,-0.0797648,1.29597,1.37819,-0.337123,0.114192,0.582318
6.23721,0.430722,0,0.230015,0,0,0,0.0013153,1.2907,1.32364,-0.199836,0.724041,0.988716,-0.308391,1.31443,1.47801,-0.241413,0.78284,0.874841,-0.0832164,1.2959,1.3777,-0.33234,0.110238,0.576422
6.24741,0.432318,0,0.230015,0,0,0,-0.00229057,1.29065,1.32277,-0.193914,0.723513,0.988231,-0.311483,1.31503,1.4806,-0.240856,0.782379,0.874418,-0.0866681,1.29584,1.37722,-0.327491,0.106602,0.570778
6.2574,0.433915,0,0.230015,0,0,0,-0.00589885,1.29061,1.32191,-0.187988,0.723107,0.987851,-0.314567,1.31565,1.48322,-0.240299,0.782019,0.87408,-0.09012,1.29578,1.37676,-0.322579,0.103289,0.56539
6.2674,0.435514,0,0.230015,0,0,0,-0.00950944,1.29056,1.32107,-0.182058,0.722822,0.987575,-0.317643,1.31627,1.48586,-0.239741,0.781762,0.873829,-0.0935719,1.29572,1.37632,-0.317605,0.100304,0.560262
6.27747,0.437113,0,0.230015,0,0,0,-0.0131223,1.29052,1.32025,-0.176125,0.722658,0.987404,-0.320711,1.3169,1.48852,-0.239183,0.781606,0.873663,-0.0970237,1.29567,1.37589,-0.312572,0.0976537,0.5554
6.28749,0.438713,0,0.230016,0,0,0,-0.0167372,1.29048,1.31945,-0.170191,0.722616,0.987336,-0.323771,1.31755,1.4912,-0.238625,0.781552,0.873584,-0.100475,1.29562,1.37548,-0.307483,0.0953427,0.550808
6.29741,0.440313,0,0.230016,0,0,0,-0.0203542,1.29044,1.31866,-0.164257,0.722695,0.987373,-0.326824,1.3182,1.4939,-0.238067,0.781599,0.87359,-0.103927,1.29557,1.37509,-0.302339,0.0933765,0.54649
6.30746,0.441913,0,0.230016,0,0,0,-0.0239732,1.2904,1.3179,-0.158325,0.722895,0.987513,-0.329869,1.31887,1.49662,-0.237509,0.781749,0.873683,-0.107378,1.29552,1.37472,-0.297143,0.0917606,0.542451
6.31744,0.443511,0,0.230016,0,0,0,-0.027594,1.29036,1.31714,-0.152395,0.723217,0.987758,-0.332906,1.31955,1.49937,-0.236951,0.782,0.873861,-0.110829,1.29547,1.37436,-0.291898,0.0905003,0.538696
6.32732,0.445109,0,0.230016,0,0,0,-0.0312166,1.29033,1.31641,-0.146469,0.723659,0.988107,-0.335935,1.32024,1.50214,-0.236394,0.782353,0.874125,-0.114279,1.29543,1.37402,-0.286605,0.0896007,0.535229
6.33759,0.446705,0,0.230016,0,0,0,-0.0348409,1.2903,1.31569,-0.140549,0.724223,0.988559,-0.338956,1.32094,1.50492,-0.235837,0.782807,0.874475,-0.117729,1.29539,1.3737,-0.281268,0.0890623,0.532051
6.34754,0.448299,0,0.230016,0,0,0,-0.0384667,1.29027,1.31499,-0.134635,0.724907,0.989116,-0.341969,1.32165,1.50773,-0.23528,0.783364,0.874912,-0.121178,1.29535,1.37339,-0.275888,0.088883,0.529158
6.35742,0.44989,0,0.230016,0,0,0,-0.0420941,1.29024,1.3143,-0.128729,0.725712,0.989776,-0.344974,1.32237,1.51056,-0.234725,0.784022,0.875434,-0.124626,1.29532,1.3731,-0.270468,0.0890605,0.526549
6.36744,0.451479,0,0.230016,0,0,0,-0.0457229,1.29021,1.31363,-0.122832,0.726639,0.99054,-0.347971,1.32311,1.51342,-0.23417,0.784782,0.876042,-0.128073,1.29528,1.37283,-0.26501,0.0895927,0.524222
6.37745,0.453065,0,0.230016,0,0,0,-0.0493529,1.29018,1.31298,-0.116946,0.727685,0.991408,-0.35096,1.32385,1.51629,-0.233616,0.785643,0.876736,-0.13152,1.29525,1.37258,-0.259516,0.0904773,0.522174
6.38743,0.454647,0,0.230016,0,0,0,-0.0529842,1.29016,1.31235,-0.111071,0.728853,0.992379,-0.353941,1.32461,1.51919,-0.233063,0.786607,0.877516,-0.134966,1.29522,1.37234,-0.25399,0.0917122,0.520403
6.39744,0.456225,0,0.230016,0,0,0,-0.0566166,1.29013,1.31173,-0.105209,0.730141,0.993454,-0.356915,1.32538,1.52211,-0.232511,0.787672,0.878383,-0.13841,1.29519,1.37212,-0.248433,0.0932952,0.518906
6.40748,0.457799,0,0.230016,0,0,0,-0.0602501,1.29011,1.31113,-0.0993618,0.73155,0.994633,-0.35988,1.32616,1.52505,-0.23196,0.788839,0.879335,-0.141854,1.29517,1.37192,-0.242847,0.095224,0.517682
6.41745,0.459369,0,0.230016,0,0,0,-0.0638844,1.29009,1.31055,-0.0935301,0.733079,0.995915,-0.362837,1.32695,1.52801,-0.23141,0.790107,0.880373,-0.145296,1.29515,1.37173,-0.237236,0.0974965,0.516728
6.42743,0.460933,0,0.230017,0,0,0,-0.0675196,1.29007,1.30998,-0.0877153,0.734728,0.997301,-0.365786,1.32776,1.531,-0.230863,0.791478,0.881497,-0.148737,1.29513,1.37156,-0.2316,0.100111,0.516042
6.43752,0.462491,0,0.230017,0,0,0,-0.0711556,1.29005,1.30943,-0.0819187,0.736498,0.99879,-0.368726,1.32857,1.534,-0.230316,0.79295,0.882708,-0.152176,1.29511,1.37141,-0.225944,0.103064,0.515621
6.44748,0.464044,0,0.230017,0,0,0,-0.0747922,1.29003,1.3089,-0.0761416,0.738388,1.00038,-0.371659,1.3294,1.53703,-0.229772,0.794524,0.884004,-0.155614,1.29509,1.37128,-0.220268,0.106354,0.515464
6.45744,0.465591,0,0.230017,0,0,0,-0.0784293,1.29001,1.30838,-0.0703853,0.740399,1.00208,-0.374584,1.33025,1.54009,-0.229229,0.796199,0.885386,-0.159051,1.29508,1.37116,-0.214576,0.10998,0.515568
6.46735,0.46713,0,0.230017,0,0,0,-0.0820669,1.29,1.30788,-0.0646511,0.742529,1.00388,-0.3775,1.3311,1.54316,-0.228688,0.797977,0.886855,-0.162486,1.29506,1.37106,-0.20887,0.113938,0.515931
6.47745,0.468663,0,0.230017,0,0,0,-0.0857049,1.28998,1.30739,-0.0589403,0.74478,1.00578,-0.380409,1.33197,1.54626,-0.228149,0.799856,0.888409,-0.165919,1.29505,1.37098,-0.203152,0.118226,0.51655
6.48733,0.470189,0,0.230017,0,0,0,-0.0893431,1.28997,1.30693,-0.0532541,0.74715,1.00779,-0.383309,1.33285,1.54938,-0.227612,0.801837,0.89005,-0.16935,1.29505,1.37091,-0.197424,0.122843,0.517423
6.49746,0.471706,0,0.230017,0,0,0,-0.0929815,1.28996,1.30648,-0.0475938,0.749641,1.00989,-0.386201,1.33374,1.55252,-0.227077,0.803919,0.891777,-0.17278,1.29504,1.37086,-0.19169,0.127786,0.518549
6.50743,0.473216,0,0.230017,0,0,0,-0.09662,1.28994,1.30604,-0.0419605,0.752251,1.01211,-0.389085,1.33465,1.55569,-0.226545,0.806104,0.893589,-0.176207,1.29504,1.37083,-0.18595,0.133053,0.519924
6.51739,0.474717,0,0.230017,0,0,0,-0.100258,1.28993,1.30562,-0.0363553,0.754981,1.01442,-0.391961,1.33556,1.55887,-0.226015,0.80839,0.895488,-0.179633,1.29504,1.37082,-0.180208,0.138642,0.521546
6.52751,0.476209,0,0.230017,0,0,0,-0.103897,1.28992,1.30522,-0.0307792,0.757831,1.01684,-0.394829,1.3365,1.56209,-0.225488,0.810778,0.897473,-0.183056,1.29504,1.37082,-0.174466,0.14455,0.523414
6.53753,0.477692,0,0.230017,0,0,0,-0.107535,1.28991,1.30484,-0.0252336,0.7608,1.01936,-0.397689,1.33744,1.56532,-0.224963,0.813267,0.899544,-0.186478,1.29504,1.37084,-0.168727,0.150775,0.525525
6.54746,0.479166,0,0.230017,0,0,0,-0.111173,1.2899,1.30447,-0.0197194,0.763889,1.02198,-0.40054,1.3384,1.56858,-0.224441,0.815859,0.901701,-0.189897,1.29504,1.37088,-0.162991,0.157316,0.527876
6.55736,0.480629,0,0.230018,0,0,0,-0.11481,1.28989,1.30412,-0.0142378,0.767098,1.02471,-0.403383,1.33937,1.57186,-0.223922,0.818552,0.903944,-0.193313,1.29505,1.37093,-0.157263,0.16417,0.530466
6.56764,0.482082,0,0.230018,0,0,0,-0.118447,1.28988,1.30378,-0.00878992,0.770425,1.02754,-0.406218,1.34035,1.57516,-0.223406,0.821346,0.906274,-0.196727,1.29506,1.371,-0.151545,0.171334,0.533291
6.57754,0.483524,0,0.230018,0,0,0,-0.122083,1.28988,1.30347,-0.00337691,0.773873,1.03047,-0.409045,1.34135,1.57849,-0.222894,0.824243,0.908689,-0.200139,1.29507,1.37109,-0.145838,0.178807,0.536351
6.58743,0.484955,0,0.230018,0,0,0,-0.125719,1.28987,1.30316,0.00200011,0.777439,1.0335,-0.411863,1.34237,1.58184,-0.222384,0.827241,0.911191,-0.203548,1.29509,1.3712,-0.140145,0.186586,0.539642
6.59752,0.486375,0,0.230018,0,0,0,-0.129353,1.28986,1.30288,0.00734002,0.781125,1.03664,-0.414674,1.34339,1.58522,-0.221878,0.830341,0.913778,-0.206954,1.2951,1.37132,-0.134469,0.194668,0.543166
6.6075,0.487783,0,0.230018,0,0,0,-0.132987,1.28986,1.30261,0.0126417,0.78493,1.03988,-0.417476,1.34443,1.58862,-0.221375,0.833543,0.916452,-0.210358,1.29512,1.37146,-0.128813,0.203051,0.54692
6.61741,0.489179,0,0.230018,0,0,0,-0.13662,1.28985,1.30236,0.017904,0.788853,1.04322,-0.42027,1.34549,1.59204,-0.220876,0.836846,0.919212,-0.213759,1.29514,1.37162,-0.123178,0.21173,0.550906
6.62748,0.490563,0,0.230018,0,0,0,-0.140252,1.28985,1.30212,0.0231258,0.792896,1.04667,-0.423056,1.34655,1.59549,-0.220381,0.840252,0.922058,-0.217157,1.29516,1.37179,-0.117569,0.220704,0.555122
6.6375,0.491933,0,0.230018,0,0,0,-0.143883,1.28984,1.3019,0.028306,0.797058,1.05021,-0.425833,1.34764,1.59896,-0.219889,0.843759,0.924991,-0.220552,1.29518,1.37198,-0.111986,0.229968,0.559569
6.64744,0.493291,0,0.230018,0,0,0,-0.147512,1.28984,1.3017,0.0334435,0.801338,1.05386,-0.428603,1.34873,1.60245,-0.219401,0.847367,0.928009,-0.223944,1.29521,1.37219,-0.106435,0.23952,0.564247
6.65745,0.494635,0,0.230018,0,0,0,-0.15114,1.28983,1.30151,0.0385371,0.805737,1.05761,-0.431364,1.34984,1.60597,-0.218917,0.851078,0.931114,-0.227332,1.29524,1.37242,-0.100915,0.249356,0.569155
6.66755,0.495965,0,0.230018,0,0,0,-0.154766,1.28983,1.30134,0.0435857,0.810255,1.06147,-0.434117,1.35097,1.60951,-0.218438,0.85489,0.934304,-0.230718,1.29527,1.37266,-0.0954319,0.259475,0.574293
6.67741,0.497282,0,0.230018,0,0,0,-0.158391,1.28983,1.30119,0.0485881,0.814892,1.06542,-0.436862,1.35211,1.61308,-0.217962,0.858804,0.937581,-0.2341,1.2953,1.37292,-0.0899865,0.269871,0.579661
6.68744,0.498583,0,0.230018,0,0,0,-0.162015,1.28983,1.30105,0.0535433,0.819647,1.06948,-0.439598,1.35326,1.61667,-0.217491,0.862819,0.940945,-0.237479,1.29534,1.3732,-0.0845819,0.280543,0.585258
6.69753,0.49987,0,0.230018,0,0,0,-0.165636,1.28982,1.30093,0.0584502,0.82452,1.07364,-0.442327,1.35443,1.62029,-0.217025,0.866936,0.944394,-0.240854,1.29537,1.37349,-0.0792209,0.291488,0.591085
6.70742,0.501142,0,0.230019,0,0,0,-0.169256,1.28982,1.30083,0.0633075,0.829512,1.0779,-0.445047,1.35562,1.62393,-0.216563,0.871155,0.94793,-0.244226,1.29541,1.3738,-0.073906,0.302701,0.597141
6.71745,0.502399,0,0.230019,0,0,0,-0.172874,1.28982,1.30074,0.0681142,0.834622,1.08226,-0.447759,1.35682,1.6276,-0.216106,0.875476,0.951551,-0.247594,1.29546,1.37413,-0.0686401,0.314181,0.603426
6.72751,0.503639,0,0.230019,0,0,0,-0.176489,1.28982,1.30067,0.0728691,0.839851,1.08672,-0.450462,1.35804,1.63129,-0.215653,0.879899,0.955259,-0.250959,1.2955,1.37448,-0.0634256,0.325924,0.60994
6.73743,0.504864,0,0.230019,0,0,0,-0.180103,1.28982,1.30061,0.0775712,0.845197,1.09129,-0.453158,1.35927,1.63501,-0.215205,0.884423,0.959053,-0.25432,1.29555,1.37484,-0.0582654,0.337926,0.616683
6.74743,0.506073,0,0.230019,0,0,0,-0.183714,1.28982,1.30057,0.0822192,0.850662,1.09596,-0.455845,1.36051,1.63875,-0.214763,0.889049,0.962934,-0.257677,1.2956,1.37522,-0.0531621,0.350186,0.623654
6.75747,0.507264,0,0.230019,0,0,0,-0.187323,1.28982,1.30055,0.0868121,0.856244,1.10073,-0.458524,1.36177,1.64252,-0.214325,0.893776,0.9669,-0.26103,1.29565,1.37562,-0.0481183,0.362699,0.630853
6.76746,0.508439,0,0.230019,0,0,0,-0.190929,1.28982,1.30054,0.0913487,0.861945,1.1056,-0.461195,1.36305,1.64631,-0.213893,0.898606,0.970953,-0.26438,1.2957,1.37603,-0.0431367,0.375463,0.63828
6.77742,0.509597,0,0.230019,0,0,0,-0.194533,1.28982,1.30055,0.0958279,0.867763,1.11057,-0.463858,1.36434,1.65013,-0.213466,0.903537,0.975092,-0.267725,1.29576,1.37646,-0.0382201,0.388475,0.645934
6.78749,0.510737,0,0.230019,0,0,0,-0.198135,1.28982,1.30058,0.100249,0.873699,1.11564,-0.466513,1.36565,1.65397,-0.213045,0.90857,0.979318,-0.271066,1.29582,1.37691,-0.033371,0.401731,0.653816
6.79742,0.511859,0,0.230019,0,0,0,-0.201734,1.28982,1.30062,0.10461,0.879753,1.12082,-0.469159,1.36698,1.65784,-0.212629,0.913704,0.983629,-0.274403,1.29588,1.37738,-0.0285922,0.415228,0.661926
6.80758,0.512964,0,0.230019,0,0,0,-0.205329,1.28982,1.30068,0.10891,0.885925,1.1261,-0.471797,1.36832,1.66174,-0.212219,0.91894,0.988027,-0.277736,1.29594,1.37786,-0.0238863,0.428964,0.670262
6.81754,0.51405,0,0.230019,0,0,0,-0.208922,1.28982,1.30076,0.113148,0.892214,1.13147,-0.474428,1.36968,1.66566,-0.211815,0.924278,0.992511,-0.281064,1.29601,1.37836,-0.019256,0.442935,0.678826
6.82755,0.515117,0,0.230019,0,0,0,-0.212512,1.28983,1.30085,0.117324,0.898621,1.13695,-0.477049,1.37105,1.66961,-0.211417,0.929718,0.997082,-0.284388,1.29608,1.37888,-0.014704,0.457138,0.687615
6.83756,0.516166,0,0.230019,0,0,0,-0.216099,1.28983,1.30096,0.121435,0.905145,1.14253,-0.479663,1.37244,1.67359,-0.211024,0.935259,1.00174,-0.287708,1.29615,1.37942,-0.0102329,0.47157,0.696632
6.84751,0.517195,0,0.230019,0,0,0,-0.219683,1.28983,1.30108,0.125481,0.911786,1.14821,-0.482269,1.37385,1.67759,-0.210638,0.940902,1.00648,-0.291023,1.29622,1.37997,-0.0058454,0.486228,0.705875
6.85756,0.518206,0,0.230019,0,0,0,-0.223264,1.28983,1.30122,0.12946,0.918545,1.154,-0.484867,1.37527,1.68162,-0.210258,0.946647,1.01131,-0.294333,1.2963,1.38054,-0.0015442,0.501109,0.715343
