time,foot0_x,foot0_y,foot0_z,foot1_x,foot1_y,foot1_z,foot2_x,foot2_y,foot2_z,foot3_x,foot3_y,foot3_z,foot4_x,foot4_y,foot4_z,foot5_x,foot5_y,foot5_z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05016,0.35,-0.33,0,0.050002,-0.389998,1.24246e-06,-0.35,-0.33,0,0.350002,0.329998,1.24246e-06,0.05,0.39,0,-0.350002,0.329998,1.24246e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08807,0.35,-0.33,1.17953e-08,0.0506086,-0.389995,0.00128294,-0.35,-0.33,8.5917e-09,0.350614,0.329994,0.00141174,0.05,0.39,1.17953e-08,-0.349397,0.329994,0.00129632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09825,0.35,-0.33,2.35905e-08,0.0512204,-0.389986,0.00254873,-0.35,-0.33,1.71834e-08,0.351243,0.329984,0.00280227,0.0500001,0.39,2.35905e-08,-0.34879,0.329981,0.00257616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10821,0.35,-0.33,3.53858e-08,0.0518376,-0.389972,0.00379855,-0.35,-0.33,2.57751e-08,0.351889,0.329967,0.00417281,0.0500001,0.39,3.53858e-08,-0.348181,0.329961,0.00384069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11828,0.35,-0.33,4.7181e-08,0.0524599,-0.389953,0.00503238,-0.35,-0.33,3.43668e-08,0.35255,0.329943,0.00552337,0.0500001,0.39,4.7181e-08,-0.34757,0.329932,0.00508985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12817,0.35,-0.33,5.89763e-08,0.0530873,-0.389929,0.00625018,-0.35,-0.33,4.29585e-08,0.353228,0.329914,0.00685393,0.0500001,0.39,5.89763e-08,-0.346957,0.329897,0.00632357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.13831,0.35,-0.33,7.07716e-08,0.0537199,-0.389901,0.00745193,-0.35,-0.33,5.15502e-08,0.353922,0.32988,0.00816454,0.0500002,0.39,7.07716e-08,-0.346342,0.329854,0.00754181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14817,0.35,-0.33,8.25668e-08,0.0543574,-0.389868,0.00863763,-0.35,-0.33,6.01419e-08,0.354632,0.329841,0.0094552,0.0500002,0.39,8.25668e-08,-0.345725,0.329805,0.00874454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.15829,0.35,-0.33,9.43621e-08,0.0549999,-0.389832,0.00980725,-0.35,-0.33,6.87336e-08,0.355357,0.329798,0.010726,0.0500002,0.39,9.43621e-08,-0.345107,0.32975,0.00993171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16822,0.35,-0.33,1.06157e-07,0.0556473,-0.389793,0.0109608,-0.35,-0.33,7.73253e-08,0.356098,0.329751,0.0119769,0.0500002,0.39,1.06157e-07,-0.344486,0.329689,0.0111033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.17832,0.35,-0.33,1.17953e-07,0.0562996,-0.38975,0.0120983,-0.35,-0.33,8.5917e-08,0.356853,0.329701,0.013208,0.0500003,0.39,1.17953e-07,-0.343863,0.329622,0.0122593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1882,0.35,-0.33,1.29748e-07,0.0569566,-0.389704,0.0132197,-0.35,-0.33,9.45087e-08,0.357624,0.329647,0.0144194,0.0500003,0.39,1.29748e-07,-0.343239,0.32955,0.0133997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19832,0.35,-0.33,1.41543e-07,0.0576183,-0.389656,0.0143252,-0.35,-0.33,1.031e-07,0.35841,0.329591,0.0156112,0.0500003,0.39,1.41543e-07,-0.342612,0.329473,0.0145244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.24482,0.35,-0.33,1.53338e-07,0.0582847,-0.389605,0.0154146,-0.35,-0.33,1.11692e-07,0.359211,0.329533,0.0167834,0.0500004,0.39,1.53338e-07,-0.341984,0.329391,0.0156335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.255,0.35,-0.33,1.65134e-07,0.0589556,-0.389553,0.016488,-0.35,-0.33,1.20284e-07,0.360026,0.329472,0.0179361,0.0500004,0.39,1.65134e-07,-0.341354,0.329305,0.016727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.26507,0.35,-0.33,1.76929e-07,0.0596311,-0.389499,0.0175455,-0.35,-0.33,1.28875e-07,0.360855,0.32941,0.0190695,0.0500004,0.39,1.76929e-07,-0.340722,0.329215,0.0178049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27503,0.35,-0.33,1.88724e-07,0.0603111,-0.389444,0.0185871,-0.35,-0.33,1.37467e-07,0.361699,0.329347,0.0201836,0.0500004,0.39,1.88724e-07,-0.340089,0.329121,0.0188672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28506,0.35,-0.33,2.00519e-07,0.0609955,-0.389387,0.0196129,-0.35,-0.33,1.46059e-07,0.362557,0.329283,0.0212786,0.0500005,0.39,2.00519e-07,-0.339453,0.329024,0.019914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29509,0.35,-0.33,2.12315e-07,0.0616842,-0.38933,0.0206229,-0.35,-0.33,1.54651e-07,0.363428,0.329218,0.0223546,0.0500005,0.39,2.12315e-07,-0.338816,0.328924,0.0209451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30506,0.350001,-0.33,2.2411e-07,0.0623772,-0.389272,0.0216171,-0.35,-0.329999,1.63242e-07,0.364313,0.329154,0.0234117,0.0500005,0.39,2.2411e-07,-0.338177,0.328821,0.0219608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31518,0.350001,-0.33,2.35905e-07,0.0630745,-0.389213,0.0225957,-0.35,-0.329999,1.71834e-07,0.365212,0.329089,0.0244501,0.0500006,0.39,2.35905e-07,-0.337537,0.328716,0.022961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32512,0.350001,-0.33,2.477e-07,0.0637759,-0.389155,0.0235587,-0.35,-0.329999,1.80426e-07,0.366124,0.329024,0.0254699,0.0500006,0.39,2.477e-07,-0.336895,0.328608,0.0239458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33507,0.350001,-0.33,2.59496e-07,0.0644815,-0.389097,0.0245061,-0.35,-0.329999,1.89017e-07,0.367049,0.328961,0.0264712,0.0500006,0.39,2.59496e-07,-0.336251,0.328498,0.0249151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.34517,0.350001,-0.33,2.71291e-07,0.0651911,-0.389039,0.0254381,-0.35,-0.329999,1.97609e-07,0.367988,0.328898,0.0274542,0.0500006,0.39,2.71291e-07,-0.335606,0.328387,0.0258691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.35514,0.350001,-0.33,2.83086e-07,0.0659047,-0.388983,0.0263548,-0.35,-0.329999,2.06201e-07,0.368939,0.328836,0.028419,0.0500007,0.39,2.83086e-07,-0.334959,0.328274,0.0268079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36499,0.350001,-0.33,2.94881e-07,0.0666223,-0.388927,0.0272561,-0.35,-0.329999,2.14792e-07,0.369903,0.328776,0.0293659,0.0500007,0.39,2.94881e-07,-0.33431,0.32816,0.0277314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37509,0.350001,-0.33,3.06677e-07,0.0673438,-0.388872,0.0281422,-0.35,-0.329999,2.23384e-07,0.370879,0.328718,0.030295,0.0500007,0.39,3.06677e-07,-0.33366,0.328046,0.0286397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38511,0.350001,-0.33,3.18472e-07,0.0680691,-0.388818,0.0290132,-0.35,-0.329999,2.31976e-07,0.371868,0.328662,0.0312064,0.0500007,0.39,3.18472e-07,-0.333008,0.32793,0.0295329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39508,0.350001,-0.33,3.30267e-07,0.0687981,-0.388767,0.0298692,-0.35,-0.329999,2.40568e-07,0.372869,0.328608,0.0321003,0.0500008,0.39,3.30267e-07,-0.332355,0.327815,0.0304111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40509,0.350001,-0.33,3.42063e-07,0.069531,-0.388717,0.0307102,-0.35,-0.329999,2.49159e-07,0.373883,0.328556,0.0329769,0.0500008,0.39,3.42063e-07,-0.3317,0.327699,0.0312743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41522,0.350001,-0.33,3.53858e-07,0.0702675,-0.388669,0.0315365,-0.35,-0.329999,2.57751e-07,0.374908,0.328508,0.0338364,0.0500008,0.39,3.53858e-07,-0.331044,0.327583,0.0321226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42513,0.350001,-0.33,3.65653e-07,0.0710076,-0.388623,0.032348,-0.35,-0.329999,2.66343e-07,0.375945,0.328462,0.034679,0.0500009,0.39,3.65653e-07,-0.330386,0.327468,0.0329561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.435,0.350001,-0.33,3.77448e-07,0.0717513,-0.38858,0.0331448,-0.35,-0.329999,2.74934e-07,0.376994,0.328419,0.0355048,0.0500009,0.39,3.77448e-07,-0.329727,0.327353,0.0337749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44524,0.350001,-0.33,3.89244e-07,0.0724985,-0.38854,0.0339272,-0.35,-0.329999,2.83526e-07,0.378054,0.328379,0.036314,0.0500009,0.39,3.89244e-07,-0.329067,0.327239,0.034579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45512,0.350001,-0.33,4.01039e-07,0.0732492,-0.388502,0.0346951,-0.35,-0.329999,2.92118e-07,0.379126,0.328343,0.0371068,0.0500009,0.39,4.01039e-07,-0.328405,0.327126,0.0353686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4651,0.350001,-0.33,4.12834e-07,0.0740034,-0.388468,0.0354487,-0.35,-0.329999,3.00709e-07,0.380209,0.328311,0.0378834,0.050001,0.39,4.12834e-07,-0.327741,0.327015,0.0361436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47519,0.350001,-0.33,4.24629e-07,0.0747609,-0.388437,0.0361882,-0.35,-0.329999,3.09301e-07,0.381304,0.328282,0.038644,0.050001,0.39,4.24629e-07,-0.327077,0.326905,0.0369043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48514,0.350001,-0.33,4.36425e-07,0.0755217,-0.388409,0.0369135,-0.35,-0.329999,3.17893e-07,0.382409,0.328257,0.0393888,0.050001,0.39,4.36425e-07,-0.326411,0.326797,0.0376507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49509,0.350001,-0.33,4.4822e-07,0.0762859,-0.388384,0.0376249,-0.35,-0.329999,3.26485e-07,0.383526,0.328237,0.040118,0.050001,0.39,4.4822e-07,-0.325743,0.32669,0.0383829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50512,0.350001,-0.33,4.60015e-07,0.0770533,-0.388364,0.0383224,-0.35,-0.329999,3.35076e-07,0.384653,0.32822,0.0408317,0.0500011,0.39,4.60015e-07,-0.325075,0.326586,0.0391009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51517,0.350001,-0.33,4.7181e-07,0.0778238,-0.388347,0.0390062,-0.35,-0.329999,3.43668e-07,0.385791,0.328209,0.0415302,0.0500011,0.39,4.7181e-07,-0.324405,0.326484,0.0398049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52511,0.350001,-0.33,4.83606e-07,0.0785976,-0.388335,0.0396763,-0.35,-0.329999,3.5226e-07,0.38694,0.328201,0.0422137,0.0500011,0.39,4.83606e-07,-0.323733,0.326384,0.040495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53514,0.350001,-0.33,4.95401e-07,0.0793744,-0.388327,0.040333,-0.35,-0.329999,3.60851e-07,0.388099,0.328199,0.0428822,0.0500012,0.39,4.95401e-07,-0.323061,0.326288,0.0411713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54523,0.350001,-0.33,5.07196e-07,0.0801543,-0.388323,0.0409762,-0.35,-0.329999,3.69443e-07,0.389269,0.328201,0.0435361,0.0500012,0.39,5.07196e-07,-0.322387,0.326194,0.0418339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55519,0.350001,-0.33,5.18991e-07,0.0809373,-0.388324,0.0416062,-0.35,-0.329999,3.78035e-07,0.390449,0.328208,0.0441756,0.0500012,0.39,5.18991e-07,-0.321712,0.326103,0.0424828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56506,0.350001,-0.33,5.30787e-07,0.0817232,-0.388329,0.042223,-0.350001,-0.329999,3.86626e-07,0.391639,0.32822,0.0448007,0.0500012,0.39,5.30787e-07,-0.321036,0.326015,0.0431182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57501,0.350001,-0.33,5.42582e-07,0.082512,-0.388339,0.0428268,-0.350001,-0.329999,3.95218e-07,0.39284,0.328237,0.0454117,0.0500013,0.39,5.42582e-07,-0.320359,0.325931,0.0437402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58526,0.350001,-0.33,5.54377e-07,0.0833038,-0.388354,0.0434176,-0.350001,-0.329999,4.0381e-07,0.39405,0.328259,0.0460089,0.0500013,0.39,5.54377e-07,-0.31968,0.32585,0.0443489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59509,0.350001,-0.33,5.66172e-07,0.0840984,-0.388375,0.0439957,-0.350001,-0.329999,4.12402e-07,0.39527,0.328286,0.0465923,0.0500013,0.39,5.66172e-07,-0.319001,0.325773,0.0449443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60519,0.350001,-0.33,5.77968e-07,0.0848959,-0.3884,0.0445611,-0.350001,-0.329999,4.20993e-07,0.396501,0.328319,0.0471621,0.0500014,0.39,5.77968e-07,-0.31832,0.3257,0.0455267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61527,0.350001,-0.33,5.89763e-07,0.0856961,-0.388431,0.0451138,-0.350001,-0.329999,4.29585e-07,0.39774,0.328357,0.0477186,0.0500014,0.39,5.89763e-07,-0.317638,0.32563,0.046096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.62509,0.350001,-0.33,6.01558e-07,0.0864991,-0.388467,0.0456542,-0.350001,-0.329999,4.38177e-07,0.39899,0.328401,0.048262,0.0500014,0.39,6.01558e-07,-0.316955,0.325565,0.0466524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63523,0.350001,-0.33,6.13353e-07,0.0873048,-0.388509,0.0461822,-0.350001,-0.329999,4.46768e-07,0.400249,0.32845,0.0487923,0.0500014,0.39,6.13353e-07,-0.316271,0.325505,0.047196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.64514,0.350001,-0.33,6.25149e-07,0.0881132,-0.388556,0.046698,-0.350001,-0.329999,4.5536e-07,0.401518,0.328505,0.0493098,0.0500015,0.39,6.25149e-07,-0.315585,0.325448,0.0477269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65499,0.350001,-0.33,6.36944e-07,0.0889242,-0.388609,0.0472016,-0.350001,-0.329999,4.63952e-07,0.402796,0.328565,0.0498147,0.0500015,0.39,6.36944e-07,-0.314899,0.325396,0.0482452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.66516,0.350002,-0.33,6.48739e-07,0.0897378,-0.388668,0.0476933,-0.350001,-0.329999,4.72543e-07,0.404083,0.328631,0.0503071,0.0500015,0.39,6.48739e-07,-0.314212,0.325349,0.048751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67514,0.350002,-0.33,6.60535e-07,0.0905541,-0.388732,0.0481731,-0.350001,-0.329999,4.81135e-07,0.405379,0.328702,0.0507872,0.0500015,0.39,6.60535e-07,-0.313523,0.325307,0.0492444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68512,0.350002,-0.33,6.7233e-07,0.0913728,-0.388803,0.048641,-0.350001,-0.329998,4.89727e-07,0.406685,0.328779,0.0512552,0.0500016,0.39,6.7233e-07,-0.312834,0.32527,0.0497255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.69519,0.350002,-0.33,6.84125e-07,0.0921941,-0.38888,0.0490974,-0.350001,-0.329998,4.98319e-07,0.408,0.328862,0.0517112,0.0500016,0.39,6.84125e-07,-0.312144,0.325238,0.0501944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7051,0.350002,-0.33,6.9592e-07,0.0930178,-0.388963,0.0495421,-0.350001,-0.329998,5.0691e-07,0.409324,0.32895,0.0521554,0.0500016,0.39,6.9592e-07,-0.311452,0.32521,0.0506512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.71513,0.350002,-0.33,7.07716e-07,0.093844,-0.389052,0.0499754,-0.350001,-0.329998,5.15502e-07,0.410656,0.329044,0.0525879,0.0500017,0.39,7.07716e-07,-0.31076,0.325189,0.051096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72511,0.350002,-0.33,7.19511e-07,0.0946726,-0.389147,0.0503973,-0.350001,-0.329998,5.24094e-07,0.411998,0.329144,0.0530089,0.0500017,0.39,7.19511e-07,-0.310066,0.325172,0.0515289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73513,0.350002,-0.33,7.31306e-07,0.0955036,-0.389249,0.050808,-0.350001,-0.329998,5.32685e-07,0.413348,0.32925,0.0534186,0.0500017,0.39,7.31306e-07,-0.309372,0.325161,0.05195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74524,0.350002,-0.33,7.43101e-07,0.0963369,-0.389357,0.0512075,-0.350001,-0.329998,5.41277e-07,0.414707,0.329361,0.0538171,0.0500017,0.39,7.43101e-07,-0.308677,0.325155,0.0523593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.75505,0.350002,-0.33,7.54897e-07,0.0971725,-0.389472,0.051596,-0.350001,-0.329998,5.49869e-07,0.416075,0.329478,0.0542045,0.0500018,0.39,7.54897e-07,-0.307981,0.325156,0.052757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76524,0.350002,-0.33,7.66692e-07,0.0980104,-0.389593,0.0519735,-0.350001,-0.329998,5.5846e-07,0.417451,0.3296,0.054581,0.0500018,0.39,7.66692e-07,-0.307284,0.325161,0.0531432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.77518,0.350002,-0.329999,7.78487e-07,0.0988506,-0.389721,0.0523401,-0.350001,-0.329998,5.67052e-07,0.418836,0.329728,0.0549467,0.0500018,0.389999,7.78487e-07,-0.306586,0.325173,0.053518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.78506,0.350002,-0.329999,7.90282e-07,0.099693,-0.389855,0.052696,-0.350001,-0.329998,5.75644e-07,0.420229,0.329862,0.0553017,0.0500019,0.389999,7.90282e-07,-0.305887,0.325191,0.0538813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.79517,0.350002,-0.329999,8.02078e-07,0.100538,-0.389996,0.0530411,-0.350001,-0.329998,5.84235e-07,0.42163,0.330002,0.0556463,0.0500019,0.389999,8.02078e-07,-0.305187,0.325214,0.0542335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.80507,0.350002,-0.329999,8.13873e-07,0.101384,-0.390144,0.0533756,-0.350001,-0.329998,5.92827e-07,0.42304,0.330146,0.0559804,0.0500019,0.389999,8.13873e-07,-0.304486,0.325244,0.0545744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81498,0.350002,-0.329999,8.25668e-07,0.102233,-0.390298,0.0536996,-0.350001,-0.329998,6.01419e-07,0.424457,0.330297,0.0563042,0.0500019,0.389999,8.25668e-07,-0.303785,0.32528,0.0549042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.82518,0.350002,-0.329999,8.37463e-07,0.103084,-0.39046,0.0540132,-0.350001,-0.329998,6.10011e-07,0.425883,0.330453,0.0566179,0.050002,0.389999,8.37463e-07,-0.303083,0.325321,0.055223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.83519,0.350002,-0.329999,8.49259e-07,0.103937,-0.390627,0.0543164,-0.350001,-0.329998,6.18602e-07,0.427317,0.330614,0.0569215,0.050002,0.389999,8.49259e-07,-0.302379,0.325369,0.0555308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.84509,0.350002,-0.329999,8.61054e-07,0.104793,-0.390802,0.0546093,-0.350001,-0.329998,6.27194e-07,0.428759,0.330781,0.0572152,0.050002,0.389999,8.61054e-07,-0.301675,0.325424,0.0558278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.85511,0.350002,-0.329999,8.72849e-07,0.10565,-0.390984,0.054892,-0.350001,-0.329998,6.35786e-07,0.430208,0.330952,0.057499,0.050002,0.389999,8.72849e-07,-0.300971,0.325484,0.056114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.86525,0.350002,-0.329999,8.84644e-07,0.106509,-0.391172,0.0551645,-0.350001,-0.329998,6.44377e-07,0.431665,0.33113,0.057773,0.0500021,0.389999,8.84644e-07,-0.300265,0.325551,0.0563895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.87508,0.350002,-0.329999,8.9644e-07,0.10737,-0.391367,0.0554269,-0.350001,-0.329998,6.52969e-07,0.43313,0.331312,0.0580374,0.0500021,0.389999,8.9644e-07,-0.299559,0.325625,0.0566543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.88516,0.350002,-0.329999,9.08235e-07,0.108233,-0.391569,0.0556793,-0.350001,-0.329998,6.61561e-07,0.434603,0.331499,0.0582921,0.0500021,0.389999,9.08235e-07,-0.298852,0.325705,0.0569085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89508,0.350002,-0.329999,9.2003e-07,0.109098,-0.391778,0.0559218,-0.350001,-0.329998,6.70152e-07,0.436083,0.331692,0.0585374,0.0500022,0.389999,9.2003e-07,-0.298144,0.325791,0.0571522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.90508,0.350002,-0.329999,9.31825e-07,0.109965,-0.391994,0.0561543,-0.350001,-0.329998,6.78744e-07,0.43757,0.331889,0.0587733,0.0500022,0.389999,9.31825e-07,-0.297435,0.325884,0.0573854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9151,0.350002,-0.329999,9.43621e-07,0.110834,-0.392217,0.056377,-0.350001,-0.329998,6.87336e-07,0.439065,0.332091,0.0589998,0.0500022,0.389999,9.43621e-07,-0.296726,0.325984,0.0576082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.92501,0.350002,-0.329999,9.55416e-07,0.111704,-0.392446,0.0565899,-0.350001,-0.329998,6.95928e-07,0.440566,0.332299,0.059217,0.0500022,0.389999,9.55416e-07,-0.296016,0.32609,0.0578207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9351,0.350002,-0.329999,9.67211e-07,0.112577,-0.392682,0.056793,-0.350001,-0.329998,7.04519e-07,0.442075,0.33251,0.059425,0.0500023,0.389999,9.67211e-07,-0.295305,0.326202,0.0580229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.94508,0.350002,-0.329999,9.79006e-07,0.113451,-0.392925,0.0569864,-0.350001,-0.329998,7.13111e-07,0.443591,0.332727,0.0596238,0.0500023,0.389999,9.79006e-07,-0.294594,0.326322,0.0582149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.95511,0.350002,-0.329999,9.90802e-07,0.114327,-0.393175,0.0571701,-0.350001,-0.329998,7.21703e-07,0.445114,0.332948,0.0598135,0.0500023,0.389999,9.90802e-07,-0.293882,0.326447,0.0583967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.96525,0.350002,-0.329999,1.0026e-06,0.115204,-0.393432,0.0573442,-0.350001,-0.329998,7.30294e-07,0.446643,0.333174,0.0599942,0.0500023,0.389999,1.0026e-06,-0.293169,0.32658,0.0585683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9751,0.350002,-0.329999,1.01439e-06,0.116083,-0.393695,0.0575087,-0.350001,-0.329998,7.38886e-07,0.448179,0.333404,0.0601658,0.0500024,0.389999,1.01439e-06,-0.292455,0.326719,0.0587299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.98517,0.350002,-0.329999,1.02619e-06,0.116964,-0.393965,0.0576636,-0.350001,-0.329998,7.47478e-07,0.449722,0.333638,0.0603284,0.0500024,0.389999,1.02619e-06,-0.291741,0.326865,0.0588814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.99516,0.350002,-0.329999,1.03798e-06,0.117847,-0.394242,0.0578089,-0.350001,-0.329998,7.56069e-07,0.451271,0.333877,0.0604821,0.0500024,0.389999,1.03798e-06,-0.291026,0.327018,0.0590228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0051,0.350002,-0.329999,1.04978e-06,0.118731,-0.394526,0.0579448,-0.350001,-0.329998,7.64661e-07,0.452827,0.334119,0.0606268,0.0500025,0.389999,1.04978e-06,-0.290311,0.327177,0.0591543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.01515,0.350002,-0.329999,1.06157e-06,0.119616,-0.394816,0.0580711,-0.350001,-0.329998,7.73253e-07,0.454389,0.334366,0.0607626,0.0500025,0.389999,1.06157e-06,-0.289595,0.327343,0.0592758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02524,0.350003,-0.329999,1.07337e-06,0.120503,-0.395112,0.0581879,-0.350001,-0.329998,7.81845e-07,0.455957,0.334617,0.0608895,0.0500025,0.389999,1.07337e-06,-0.288879,0.327516,0.0593874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.03514,0.350003,-0.329999,1.08516e-06,0.121392,-0.395416,0.0582952,-0.350001,-0.329998,7.90436e-07,0.457531,0.334871,0.0610076,0.0500025,0.389999,1.08516e-06,-0.288161,0.327695,0.0594891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0451,0.350003,-0.329999,1.09696e-06,0.122282,-0.395725,0.0583931,-0.350001,-0.329998,7.99028e-07,0.45911,0.33513,0.0611167,0.0500026,0.389999,1.09696e-06,-0.287444,0.327881,0.0595809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.05505,0.350003,-0.329999,1.10875e-06,0.123173,-0.396042,0.0584815,-0.350001,-0.329998,8.0762e-07,0.460696,0.335391,0.061217,0.0500026,0.389999,1.10875e-06,-0.286725,0.328073,0.0596629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.06513,0.350003,-0.329999,1.12055e-06,0.124066,-0.396364,0.0585605,-0.350001,-0.329997,8.16211e-07,0.462287,0.335657,0.0613084,0.0500026,0.389999,1.12055e-06,-0.286007,0.328272,0.059735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.07502,0.350003,-0.329999,1.13234e-06,0.12496,-0.396693,0.05863,-0.350001,-0.329997,8.24803e-07,0.463884,0.335926,0.0613909,0.0500027,0.389999,1.13234e-06,-0.285287,0.328478,0.0597973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.08517,0.350003,-0.329999,1.14414e-06,0.125855,-0.397028,0.0586901,-0.350001,-0.329997,8.33395e-07,0.465486,0.336198,0.0614645,0.0500027,0.389999,1.14414e-06,-0.284567,0.32869,0.0598497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
